,countriesAndTerritories,cases,deaths,dateRep,popData2019
39263,Mozambique,6,0,27/04/2020,30366043.0
39264,Mozambique,5,0,26/04/2020,30366043.0
39265,Mozambique,19,0,25/04/2020,30366043.0
39266,Mozambique,5,0,24/04/2020,30366043.0
39267,Mozambique,2,0,23/04/2020,30366043.0
39268,Mozambique,0,0,22/04/2020,30366043.0
39269,Mozambique,0,0,21/04/2020,30366043.0
39270,Mozambique,4,0,20/04/2020,30366043.0
39271,Mozambique,1,0,19/04/2020,30366043.0
39272,Mozambique,3,0,18/04/2020,30366043.0
39273,Mozambique,2,0,17/04/2020,30366043.0
39274,Mozambique,1,0,16/04/2020,30366043.0
39275,Mozambique,1,0,15/04/2020,30366043.0
39276,Mozambique,6,0,14/04/2020,30366043.0
39277,Mozambique,1,0,13/04/2020,30366043.0
39278,Mozambique,0,0,12/04/2020,30366043.0
39279,Mozambique,3,0,11/04/2020,30366043.0
39280,Mozambique,0,0,10/04/2020,30366043.0
39281,Mozambique,7,0,09/04/2020,30366043.0
39282,Mozambique,0,0,08/04/2020,30366043.0
39283,Mozambique,0,0,07/04/2020,30366043.0
39284,Mozambique,0,0,06/04/2020,30366043.0
39285,Mozambique,0,0,05/04/2020,30366043.0
39286,Mozambique,0,0,04/04/2020,30366043.0
39287,Mozambique,0,0,03/04/2020,30366043.0
39288,Mozambique,2,0,02/04/2020,30366043.0
39289,Mozambique,0,0,01/04/2020,30366043.0
39290,Mozambique,0,0,31/03/2020,30366043.0
39291,Mozambique,0,0,30/03/2020,30366043.0
39292,Mozambique,1,0,29/03/2020,30366043.0
39293,Mozambique,0,0,28/03/2020,30366043.0
39294,Mozambique,2,0,27/03/2020,30366043.0
39295,Mozambique,4,0,26/03/2020,30366043.0
39296,Mozambique,0,0,25/03/2020,30366043.0
39297,Mozambique,0,0,24/03/2020,30366043.0
39298,Mozambique,1,0,23/03/2020,30366043.0
39299,Myanmar,1127,23,14/12/2020,54045422.0
39300,Myanmar,1352,25,13/12/2020,54045422.0
39301,Myanmar,1376,19,12/12/2020,54045422.0
39302,Myanmar,1321,27,11/12/2020,54045422.0
39303,Myanmar,1427,23,10/12/2020,54045422.0
39304,Myanmar,1308,19,09/12/2020,54045422.0
39305,Myanmar,1276,22,08/12/2020,54045422.0
39306,Myanmar,1108,29,07/12/2020,54045422.0
39307,Myanmar,1527,22,06/12/2020,54045422.0
39308,Myanmar,1502,31,05/12/2020,54045422.0
39309,Myanmar,1418,30,04/12/2020,54045422.0
39310,Myanmar,1411,26,03/12/2020,54045422.0
39311,Myanmar,1476,31,02/12/2020,54045422.0
39312,Myanmar,1227,23,01/12/2020,54045422.0
39313,Myanmar,1509,31,30/11/2020,54045422.0
39314,Myanmar,1344,22,29/11/2020,54045422.0
39315,Myanmar,1428,19,28/11/2020,54045422.0
39316,Myanmar,1639,36,27/11/2020,54045422.0
39317,Myanmar,1330,26,26/11/2020,54045422.0
39318,Myanmar,1731,19,25/11/2020,54045422.0
39319,Myanmar,1259,26,24/11/2020,54045422.0
39320,Myanmar,1398,17,23/11/2020,54045422.0
39321,Myanmar,1434,27,22/11/2020,54045422.0
39322,Myanmar,1532,19,21/11/2020,54045422.0
39323,Myanmar,1560,26,20/11/2020,54045422.0
39324,Myanmar,1592,25,19/11/2020,54045422.0
39325,Myanmar,1569,26,18/11/2020,54045422.0
39326,Myanmar,1167,22,17/11/2020,54045422.0
39327,Myanmar,983,25,16/11/2020,54045422.0
39328,Myanmar,1277,18,15/11/2020,54045422.0
39329,Myanmar,1136,26,14/11/2020,54045422.0
39330,Myanmar,1145,28,13/11/2020,54045422.0
39331,Myanmar,1212,19,12/11/2020,54045422.0
39332,Myanmar,1266,24,11/11/2020,54045422.0
39333,Myanmar,598,17,10/11/2020,54045422.0
39334,Myanmar,1029,24,09/11/2020,54045422.0
39335,Myanmar,1071,20,08/11/2020,54045422.0
39336,Myanmar,1342,24,07/11/2020,54045422.0
39337,Myanmar,995,22,06/11/2020,54045422.0
39338,Myanmar,1136,23,05/11/2020,54045422.0
39339,Myanmar,1197,25,04/11/2020,54045422.0
39340,Myanmar,1202,24,03/11/2020,54045422.0
39341,Myanmar,699,21,02/11/2020,54045422.0
39342,Myanmar,1210,18,01/11/2020,54045422.0
39343,Myanmar,1093,20,31/10/2020,54045422.0
39344,Myanmar,1331,27,30/10/2020,54045422.0
39345,Myanmar,1406,25,29/10/2020,54045422.0
39346,Myanmar,1466,25,28/10/2020,54045422.0
39347,Myanmar,1426,27,27/10/2020,54045422.0
39348,Myanmar,986,29,26/10/2020,54045422.0
39349,Myanmar,1423,28,25/10/2020,54045422.0
39350,Myanmar,1357,33,24/10/2020,54045422.0
39351,Myanmar,1312,33,23/10/2020,54045422.0
39352,Myanmar,1194,27,22/10/2020,54045422.0
39353,Myanmar,1297,31,21/10/2020,54045422.0
39354,Myanmar,1180,34,20/10/2020,54045422.0
39355,Myanmar,1150,42,19/10/2020,54045422.0
39356,Myanmar,1387,39,18/10/2020,54045422.0
39357,Myanmar,1137,34,17/10/2020,54045422.0
39358,Myanmar,1026,33,16/10/2020,54045422.0
39359,Myanmar,888,39,15/10/2020,54045422.0
39360,Myanmar,1123,29,14/10/2020,54045422.0
39361,Myanmar,1340,18,13/10/2020,54045422.0
39362,Myanmar,1910,48,12/10/2020,54045422.0
39363,Myanmar,2158,32,11/10/2020,54045422.0
39364,Myanmar,1461,31,10/10/2020,54045422.0
39365,Myanmar,1012,25,09/10/2020,54045422.0
39366,Myanmar,1400,39,08/10/2020,54045422.0
39367,Myanmar,1252,27,07/10/2020,54045422.0
39368,Myanmar,987,32,06/10/2020,54045422.0
39369,Myanmar,1291,41,05/10/2020,54045422.0
39370,Myanmar,978,18,04/10/2020,54045422.0
39371,Myanmar,1142,32,03/10/2020,54045422.0
39372,Myanmar,1010,11,02/10/2020,54045422.0
39373,Myanmar,948,26,01/10/2020,54045422.0
39374,Myanmar,794,28,30/09/2020,54045422.0
39375,Myanmar,897,30,29/09/2020,54045422.0
39376,Myanmar,743,28,28/09/2020,54045422.0
39377,Myanmar,879,24,27/09/2020,54045422.0
39378,Myanmar,597,19,26/09/2020,54045422.0
39379,Myanmar,688,22,25/09/2020,54045422.0
39380,Myanmar,868,17,24/09/2020,54045422.0
39381,Myanmar,488,16,23/09/2020,54045422.0
39382,Myanmar,666,6,22/09/2020,54045422.0
39383,Myanmar,542,13,21/09/2020,54045422.0
39384,Myanmar,642,6,20/09/2020,54045422.0
39385,Myanmar,322,14,19/09/2020,54045422.0
39386,Myanmar,405,15,18/09/2020,54045422.0
39387,Myanmar,258,7,17/09/2020,54045422.0
39388,Myanmar,337,7,16/09/2020,54045422.0
39389,Myanmar,284,8,15/09/2020,54045422.0
39390,Myanmar,219,8,14/09/2020,54045422.0
39391,Myanmar,351,1,13/09/2020,54045422.0
39392,Myanmar,180,1,12/09/2020,54045422.0
39393,Myanmar,256,0,11/09/2020,54045422.0
39394,Myanmar,202,2,10/09/2020,54045422.0
39395,Myanmar,197,4,09/09/2020,54045422.0
39396,Myanmar,146,0,08/09/2020,54045422.0
39397,Myanmar,145,0,07/09/2020,54045422.0
39398,Myanmar,103,1,06/09/2020,54045422.0
39399,Myanmar,83,0,05/09/2020,54045422.0
39400,Myanmar,75,1,04/09/2020,54045422.0
39401,Myanmar,120,0,03/09/2020,54045422.0
39402,Myanmar,51,0,02/09/2020,54045422.0
39403,Myanmar,100,0,01/09/2020,54045422.0
39404,Myanmar,38,0,31/08/2020,54045422.0
39405,Myanmar,93,0,30/08/2020,54045422.0
39406,Myanmar,28,0,29/08/2020,54045422.0
39407,Myanmar,42,0,28/08/2020,54045422.0
39408,Myanmar,82,0,27/08/2020,54045422.0
39409,Myanmar,30,0,26/08/2020,54045422.0
39410,Myanmar,11,0,25/08/2020,54045422.0
39411,Myanmar,19,0,24/08/2020,54045422.0
39412,Myanmar,9,0,23/08/2020,54045422.0
39413,Myanmar,26,0,22/08/2020,54045422.0
39414,Myanmar,13,0,21/08/2020,54045422.0
39415,Myanmar,17,0,20/08/2020,54045422.0
39416,Myanmar,3,0,19/08/2020,54045422.0
39417,Myanmar,1,0,18/08/2020,54045422.0
39418,Myanmar,1,0,17/08/2020,54045422.0
39419,Myanmar,0,0,16/08/2020,54045422.0
39420,Myanmar,5,0,15/08/2020,54045422.0
39421,Myanmar,8,0,14/08/2020,54045422.0
39422,Myanmar,1,0,13/08/2020,54045422.0
39423,Myanmar,0,0,12/08/2020,54045422.0
39424,Myanmar,0,0,11/08/2020,54045422.0
39425,Myanmar,1,0,10/08/2020,54045422.0
39426,Myanmar,0,0,09/08/2020,54045422.0
39427,Myanmar,0,0,08/08/2020,54045422.0
39428,Myanmar,2,0,07/08/2020,54045422.0
39429,Myanmar,1,0,06/08/2020,54045422.0
39430,Myanmar,1,0,05/08/2020,54045422.0
39431,Myanmar,2,0,04/08/2020,54045422.0
39432,Myanmar,0,0,03/08/2020,54045422.0
39433,Myanmar,0,0,02/08/2020,54045422.0
39434,Myanmar,0,0,01/08/2020,54045422.0
39435,Myanmar,0,0,31/07/2020,54045422.0
39436,Myanmar,2,0,30/07/2020,54045422.0
39437,Myanmar,1,0,29/07/2020,54045422.0
39438,Myanmar,0,0,28/07/2020,54045422.0
39439,Myanmar,1,0,27/07/2020,54045422.0
39440,Myanmar,3,0,26/07/2020,54045422.0
39441,Myanmar,3,0,25/07/2020,54045422.0
39442,Myanmar,0,0,24/07/2020,54045422.0
39443,Myanmar,2,0,23/07/2020,54045422.0
39444,Myanmar,0,0,22/07/2020,54045422.0
39445,Myanmar,0,0,21/07/2020,54045422.0
39446,Myanmar,0,0,20/07/2020,54045422.0
39447,Myanmar,2,0,19/07/2020,54045422.0
39448,Myanmar,0,0,18/07/2020,54045422.0
39449,Myanmar,2,0,17/07/2020,54045422.0
39450,Myanmar,0,0,16/07/2020,54045422.0
39451,Myanmar,1,0,15/07/2020,54045422.0
39452,Myanmar,5,0,14/07/2020,54045422.0
39453,Myanmar,1,0,13/07/2020,54045422.0
39454,Myanmar,4,0,12/07/2020,54045422.0
39455,Myanmar,5,0,11/07/2020,54045422.0
39456,Myanmar,3,0,10/07/2020,54045422.0
39457,Myanmar,2,0,09/07/2020,54045422.0
39458,Myanmar,0,0,08/07/2020,54045422.0
39459,Myanmar,3,0,07/07/2020,54045422.0
39460,Myanmar,0,0,06/07/2020,54045422.0
39461,Myanmar,7,0,05/07/2020,54045422.0
39462,Myanmar,2,0,04/07/2020,54045422.0
39463,Myanmar,0,0,03/07/2020,54045422.0
39464,Myanmar,5,0,02/07/2020,54045422.0
39465,Myanmar,0,0,01/07/2020,54045422.0
39466,Myanmar,0,0,30/06/2020,54045422.0
39467,Myanmar,3,0,29/06/2020,54045422.0
39468,Myanmar,3,0,28/06/2020,54045422.0
39469,Myanmar,0,0,27/06/2020,54045422.0
39470,Myanmar,0,0,26/06/2020,54045422.0
39471,Myanmar,1,0,25/06/2020,54045422.0
39472,Myanmar,1,0,24/06/2020,54045422.0
39473,Myanmar,1,0,23/06/2020,54045422.0
39474,Myanmar,3,0,22/06/2020,54045422.0
39475,Myanmar,1,0,21/06/2020,54045422.0
39476,Myanmar,0,0,20/06/2020,54045422.0
39477,Myanmar,23,0,19/06/2020,54045422.0
39478,Myanmar,1,0,18/06/2020,54045422.0
39479,Myanmar,0,0,17/06/2020,54045422.0
39480,Myanmar,0,0,16/06/2020,54045422.0
39481,Myanmar,1,0,15/06/2020,54045422.0
39482,Myanmar,0,0,14/06/2020,54045422.0
39483,Myanmar,0,0,13/06/2020,54045422.0
39484,Myanmar,12,0,12/06/2020,54045422.0
39485,Myanmar,3,0,11/06/2020,54045422.0
39486,Myanmar,2,0,10/06/2020,54045422.0
39487,Myanmar,1,0,09/06/2020,54045422.0
39488,Myanmar,3,0,08/06/2020,54045422.0
39489,Myanmar,4,0,07/06/2020,54045422.0
39490,Myanmar,0,0,06/06/2020,54045422.0
39491,Myanmar,2,0,05/06/2020,54045422.0
39492,Myanmar,1,0,04/06/2020,54045422.0
39493,Myanmar,5,0,03/06/2020,54045422.0
39494,Myanmar,0,0,02/06/2020,54045422.0
39495,Myanmar,4,0,01/06/2020,54045422.0
39496,Myanmar,0,0,31/05/2020,54045422.0
39497,Myanmar,18,0,30/05/2020,54045422.0
39498,Myanmar,0,0,29/05/2020,54045422.0
39499,Myanmar,0,0,28/05/2020,54045422.0
39500,Myanmar,3,0,27/05/2020,54045422.0
39501,Myanmar,2,0,26/05/2020,54045422.0
39502,Myanmar,0,0,25/05/2020,54045422.0
39503,Myanmar,0,0,24/05/2020,54045422.0
39504,Myanmar,2,0,23/05/2020,54045422.0
39505,Myanmar,0,0,22/05/2020,54045422.0
39506,Myanmar,6,0,21/05/2020,54045422.0
39507,Myanmar,2,0,20/05/2020,54045422.0
39508,Myanmar,4,0,19/05/2020,54045422.0
39509,Myanmar,5,0,18/05/2020,54045422.0
39510,Myanmar,0,0,17/05/2020,54045422.0
39511,Myanmar,1,0,16/05/2020,54045422.0
39512,Myanmar,0,0,15/05/2020,54045422.0
39513,Myanmar,1,0,14/05/2020,54045422.0
39514,Myanmar,0,0,13/05/2020,54045422.0
39515,Myanmar,0,0,12/05/2020,54045422.0
39516,Myanmar,2,0,11/05/2020,54045422.0
39517,Myanmar,1,0,10/05/2020,54045422.0
39518,Myanmar,1,0,09/05/2020,54045422.0
39519,Myanmar,14,0,08/05/2020,54045422.0
39520,Myanmar,1,0,07/05/2020,54045422.0
39521,Myanmar,0,0,06/05/2020,54045422.0
39522,Myanmar,6,0,05/05/2020,54045422.0
39523,Myanmar,4,0,04/05/2020,54045422.0
39524,Myanmar,0,0,03/05/2020,54045422.0
39525,Myanmar,0,0,02/05/2020,54045422.0
39526,Myanmar,1,0,01/05/2020,54045422.0
39527,Myanmar,0,1,30/04/2020,54045422.0
39528,Myanmar,4,0,29/04/2020,54045422.0
39529,Myanmar,0,0,28/04/2020,54045422.0
39530,Myanmar,0,0,27/04/2020,54045422.0
39531,Myanmar,2,0,26/04/2020,54045422.0
39532,Myanmar,12,0,25/04/2020,54045422.0
39533,Myanmar,5,0,24/04/2020,54045422.0
39534,Myanmar,6,0,23/04/2020,54045422.0
39535,Myanmar,2,0,22/04/2020,54045422.0
39536,Myanmar,8,0,21/04/2020,54045422.0
39537,Myanmar,4,0,20/04/2020,54045422.0
39538,Myanmar,13,0,19/04/2020,54045422.0
39539,Myanmar,9,1,18/04/2020,54045422.0
39540,Myanmar,11,0,17/04/2020,54045422.0
39541,Myanmar,0,0,16/04/2020,54045422.0
39542,Myanmar,12,0,15/04/2020,54045422.0
39543,Myanmar,21,0,14/04/2020,54045422.0
39544,Myanmar,10,1,13/04/2020,54045422.0
39545,Myanmar,3,0,12/04/2020,54045422.0
39546,Myanmar,1,0,11/04/2020,54045422.0
39547,Myanmar,5,0,10/04/2020,54045422.0
39548,Myanmar,0,2,09/04/2020,54045422.0
39549,Myanmar,0,0,08/04/2020,54045422.0
39550,Myanmar,1,0,07/04/2020,54045422.0
39551,Myanmar,0,0,06/04/2020,54045422.0
39552,Myanmar,1,0,05/04/2020,54045422.0
39553,Myanmar,0,0,04/04/2020,54045422.0
39554,Myanmar,4,0,03/04/2020,54045422.0
39555,Myanmar,1,0,02/04/2020,54045422.0
39556,Myanmar,1,1,01/04/2020,54045422.0
39557,Myanmar,6,0,31/03/2020,54045422.0
39558,Myanmar,0,0,30/03/2020,54045422.0
39559,Myanmar,3,0,29/03/2020,54045422.0
39560,Myanmar,0,0,28/03/2020,54045422.0
39561,Myanmar,2,0,27/03/2020,54045422.0
39562,Myanmar,0,0,26/03/2020,54045422.0
39563,Myanmar,1,0,25/03/2020,54045422.0
39564,Myanmar,2,0,24/03/2020,54045422.0
39565,Myanmar,0,0,17/03/2020,54045422.0
39566,Namibia,267,0,14/12/2020,2494524.0
39567,Namibia,172,0,13/12/2020,2494524.0
39568,Namibia,324,2,12/12/2020,2494524.0
39569,Namibia,301,3,11/12/2020,2494524.0
39570,Namibia,174,2,10/12/2020,2494524.0
39571,Namibia,79,1,09/12/2020,2494524.0
39572,Namibia,141,0,08/12/2020,2494524.0
39573,Namibia,128,0,07/12/2020,2494524.0
39574,Namibia,146,0,06/12/2020,2494524.0
39575,Namibia,205,1,05/12/2020,2494524.0
39576,Namibia,122,0,04/12/2020,2494524.0
39577,Namibia,61,0,03/12/2020,2494524.0
39578,Namibia,36,0,02/12/2020,2494524.0
39579,Namibia,35,0,01/12/2020,2494524.0
39580,Namibia,60,1,30/11/2020,2494524.0
39581,Namibia,78,1,29/11/2020,2494524.0
39582,Namibia,52,2,28/11/2020,2494524.0
39583,Namibia,149,2,27/11/2020,2494524.0
39584,Namibia,68,0,26/11/2020,2494524.0
39585,Namibia,41,0,25/11/2020,2494524.0
39586,Namibia,32,0,24/11/2020,2494524.0
39587,Namibia,54,0,23/11/2020,2494524.0
39588,Namibia,99,2,22/11/2020,2494524.0
39589,Namibia,50,2,21/11/2020,2494524.0
39590,Namibia,52,1,20/11/2020,2494524.0
39591,Namibia,44,0,19/11/2020,2494524.0
39592,Namibia,11,2,18/11/2020,2494524.0
39593,Namibia,47,0,17/11/2020,2494524.0
39594,Namibia,59,0,16/11/2020,2494524.0
39595,Namibia,77,0,15/11/2020,2494524.0
39596,Namibia,27,3,14/11/2020,2494524.0
39597,Namibia,53,1,13/11/2020,2494524.0
39598,Namibia,39,0,12/11/2020,2494524.0
39599,Namibia,13,0,11/11/2020,2494524.0
39600,Namibia,29,0,10/11/2020,2494524.0
39601,Namibia,41,0,09/11/2020,2494524.0
39602,Namibia,27,1,08/11/2020,2494524.0
39603,Namibia,53,0,07/11/2020,2494524.0
39604,Namibia,44,0,06/11/2020,2494524.0
39605,Namibia,16,0,05/11/2020,2494524.0
39606,Namibia,18,0,04/11/2020,2494524.0
39607,Namibia,24,0,03/11/2020,2494524.0
39608,Namibia,53,0,02/11/2020,2494524.0
39609,Namibia,28,0,01/11/2020,2494524.0
39610,Namibia,49,0,31/10/2020,2494524.0
39611,Namibia,52,0,30/10/2020,2494524.0
39612,Namibia,77,0,29/10/2020,2494524.0
39613,Namibia,54,0,28/10/2020,2494524.0
39614,Namibia,15,0,27/10/2020,2494524.0
39615,Namibia,81,0,26/10/2020,2494524.0
39616,Namibia,78,0,25/10/2020,2494524.0
39617,Namibia,41,0,24/10/2020,2494524.0
39618,Namibia,54,0,23/10/2020,2494524.0
39619,Namibia,39,1,22/10/2020,2494524.0
39620,Namibia,41,1,21/10/2020,2494524.0
39621,Namibia,33,0,20/10/2020,2494524.0
39622,Namibia,30,0,19/10/2020,2494524.0
39623,Namibia,48,0,18/10/2020,2494524.0
39624,Namibia,112,1,17/10/2020,2494524.0
39625,Namibia,34,0,16/10/2020,2494524.0
39626,Namibia,69,1,15/10/2020,2494524.0
39627,Namibia,11,0,14/10/2020,2494524.0
39628,Namibia,53,1,13/10/2020,2494524.0
39629,Namibia,45,0,12/10/2020,2494524.0
39630,Namibia,62,1,11/10/2020,2494524.0
39631,Namibia,48,0,10/10/2020,2494524.0
39632,Namibia,67,1,09/10/2020,2494524.0
39633,Namibia,41,1,08/10/2020,2494524.0
39634,Namibia,19,0,07/10/2020,2494524.0
39635,Namibia,28,2,06/10/2020,2494524.0
39636,Namibia,54,0,05/10/2020,2494524.0
39637,Namibia,92,0,04/10/2020,2494524.0
39638,Namibia,107,0,03/10/2020,2494524.0
39639,Namibia,108,2,02/10/2020,2494524.0
39640,Namibia,125,0,01/10/2020,2494524.0
39641,Namibia,19,2,30/09/2020,2494524.0
39642,Namibia,88,0,29/09/2020,2494524.0
39643,Namibia,115,0,28/09/2020,2494524.0
39644,Namibia,83,0,27/09/2020,2494524.0
39645,Namibia,95,0,26/09/2020,2494524.0
39646,Namibia,77,2,25/09/2020,2494524.0
39647,Namibia,56,1,24/09/2020,2494524.0
39648,Namibia,81,3,23/09/2020,2494524.0
39649,Namibia,149,1,22/09/2020,2494524.0
39650,Namibia,85,1,21/09/2020,2494524.0
39651,Namibia,85,3,20/09/2020,2494524.0
39652,Namibia,129,0,19/09/2020,2494524.0
39653,Namibia,114,0,18/09/2020,2494524.0
39654,Namibia,63,2,17/09/2020,2494524.0
39655,Namibia,83,3,16/09/2020,2494524.0
39656,Namibia,99,2,15/09/2020,2494524.0
39657,Namibia,115,3,14/09/2020,2494524.0
39658,Namibia,167,0,13/09/2020,2494524.0
39659,Namibia,181,2,12/09/2020,2494524.0
39660,Namibia,148,3,11/09/2020,2494524.0
39661,Namibia,180,2,10/09/2020,2494524.0
39662,Namibia,118,0,09/09/2020,2494524.0
39663,Namibia,125,2,08/09/2020,2494524.0
39664,Namibia,171,2,07/09/2020,2494524.0
39665,Namibia,191,1,06/09/2020,2494524.0
39666,Namibia,241,0,05/09/2020,2494524.0
39667,Namibia,238,4,04/09/2020,2494524.0
39668,Namibia,152,1,03/09/2020,2494524.0
39669,Namibia,142,6,02/09/2020,2494524.0
39670,Namibia,185,3,01/09/2020,2494524.0
39671,Namibia,249,3,31/08/2020,2494524.0
39672,Namibia,210,4,30/08/2020,2494524.0
39673,Namibia,194,5,29/08/2020,2494524.0
39674,Namibia,281,1,28/08/2020,2494524.0
39675,Namibia,271,2,27/08/2020,2494524.0
39676,Namibia,130,1,26/08/2020,2494524.0
39677,Namibia,176,4,25/08/2020,2494524.0
39678,Namibia,316,6,24/08/2020,2494524.0
39679,Namibia,311,4,23/08/2020,2494524.0
39680,Namibia,315,1,22/08/2020,2494524.0
39681,Namibia,247,2,21/08/2020,2494524.0
39682,Namibia,201,2,20/08/2020,2494524.0
39683,Namibia,120,1,19/08/2020,2494524.0
39684,Namibia,190,1,18/08/2020,2494524.0
39685,Namibia,247,0,17/08/2020,2494524.0
39686,Namibia,181,4,16/08/2020,2494524.0
39687,Namibia,182,4,15/08/2020,2494524.0
39688,Namibia,138,5,14/08/2020,2494524.0
39689,Namibia,177,3,13/08/2020,2494524.0
39690,Namibia,128,0,12/08/2020,2494524.0
39691,Namibia,152,0,11/08/2020,2494524.0
39692,Namibia,147,3,10/08/2020,2494524.0
39693,Namibia,0,0,09/08/2020,2494524.0
39694,Namibia,150,1,08/08/2020,2494524.0
39695,Namibia,112,3,07/08/2020,2494524.0
39696,Namibia,70,0,06/08/2020,2494524.0
39697,Namibia,64,0,05/08/2020,2494524.0
39698,Namibia,112,1,04/08/2020,2494524.0
39699,Namibia,70,0,03/08/2020,2494524.0
39700,Namibia,95,1,02/08/2020,2494524.0
39701,Namibia,77,0,01/08/2020,2494524.0
39702,Namibia,66,1,31/07/2020,2494524.0
39703,Namibia,69,1,30/07/2020,2494524.0
39704,Namibia,74,0,29/07/2020,2494524.0
39705,Namibia,68,0,28/07/2020,2494524.0
39706,Namibia,88,1,27/07/2020,2494524.0
39707,Namibia,69,0,26/07/2020,2494524.0
39708,Namibia,96,0,25/07/2020,2494524.0
39709,Namibia,120,0,24/07/2020,2494524.0
39710,Namibia,36,0,23/07/2020,2494524.0
39711,Namibia,22,3,22/07/2020,2494524.0
39712,Namibia,97,1,21/07/2020,2494524.0
39713,Namibia,44,1,20/07/2020,2494524.0
39714,Namibia,125,0,19/07/2020,2494524.0
39715,Namibia,46,0,18/07/2020,2494524.0
39716,Namibia,72,0,17/07/2020,2494524.0
39717,Namibia,96,0,16/07/2020,2494524.0
39718,Namibia,3,1,15/07/2020,2494524.0
39719,Namibia,76,0,14/07/2020,2494524.0
39720,Namibia,117,0,13/07/2020,2494524.0
39721,Namibia,0,0,12/07/2020,2494524.0
39722,Namibia,53,1,11/07/2020,2494524.0
39723,Namibia,22,0,10/07/2020,2494524.0
39724,Namibia,54,0,09/07/2020,2494524.0
39725,Namibia,54,0,08/07/2020,2494524.0
39726,Namibia,73,0,07/07/2020,2494524.0
39727,Namibia,37,0,06/07/2020,2494524.0
39728,Namibia,25,0,05/07/2020,2494524.0
39729,Namibia,57,0,04/07/2020,2494524.0
39730,Namibia,8,0,03/07/2020,2494524.0
39731,Namibia,82,0,02/07/2020,2494524.0
39732,Namibia,7,0,01/07/2020,2494524.0
39733,Namibia,13,0,30/06/2020,2494524.0
39734,Namibia,62,0,29/06/2020,2494524.0
39735,Namibia,0,0,28/06/2020,2494524.0
39736,Namibia,40,0,27/06/2020,2494524.0
39737,Namibia,5,0,26/06/2020,2494524.0
39738,Namibia,4,0,25/06/2020,2494524.0
39739,Namibia,9,0,24/06/2020,2494524.0
39740,Namibia,8,0,23/06/2020,2494524.0
39741,Namibia,9,0,22/06/2020,2494524.0
39742,Namibia,1,0,21/06/2020,2494524.0
39743,Namibia,6,0,20/06/2020,2494524.0
39744,Namibia,3,0,19/06/2020,2494524.0
39745,Namibia,2,0,18/06/2020,2494524.0
39746,Namibia,2,0,17/06/2020,2494524.0
39747,Namibia,0,0,16/06/2020,2494524.0
39748,Namibia,0,0,15/06/2020,2494524.0
39749,Namibia,1,0,14/06/2020,2494524.0
39750,Namibia,0,0,13/06/2020,2494524.0
39751,Namibia,0,0,12/06/2020,2494524.0
39752,Namibia,0,0,11/06/2020,2494524.0
39753,Namibia,0,0,10/06/2020,2494524.0
39754,Namibia,2,0,09/06/2020,2494524.0
39755,Namibia,0,0,08/06/2020,2494524.0
39756,Namibia,4,0,07/06/2020,2494524.0
39757,Namibia,0,0,06/06/2020,2494524.0
39758,Namibia,0,0,05/06/2020,2494524.0
39759,Namibia,0,0,04/06/2020,2494524.0
39760,Namibia,0,0,03/06/2020,2494524.0
39761,Namibia,1,0,02/06/2020,2494524.0
39762,Namibia,1,0,01/06/2020,2494524.0
39763,Namibia,0,0,31/05/2020,2494524.0
39764,Namibia,1,0,30/05/2020,2494524.0
39765,Namibia,0,0,29/05/2020,2494524.0
39766,Namibia,1,0,28/05/2020,2494524.0
39767,Namibia,0,0,27/05/2020,2494524.0
39768,Namibia,0,0,26/05/2020,2494524.0
39769,Namibia,1,0,25/05/2020,2494524.0
39770,Namibia,1,0,24/05/2020,2494524.0
39771,Namibia,1,0,23/05/2020,2494524.0
39772,Namibia,2,0,22/05/2020,2494524.0
39773,Namibia,0,0,21/05/2020,2494524.0
39774,Namibia,0,0,20/05/2020,2494524.0
39775,Namibia,0,0,19/05/2020,2494524.0
39776,Namibia,0,0,18/05/2020,2494524.0
39777,Namibia,0,0,17/05/2020,2494524.0
39778,Namibia,0,0,16/05/2020,2494524.0
39779,Namibia,0,0,15/05/2020,2494524.0
39780,Namibia,0,0,14/05/2020,2494524.0
39781,Namibia,0,0,13/05/2020,2494524.0
39782,Namibia,0,0,12/05/2020,2494524.0
39783,Namibia,0,0,11/05/2020,2494524.0
39784,Namibia,0,0,10/05/2020,2494524.0
39785,Namibia,0,0,09/05/2020,2494524.0
39786,Namibia,0,0,08/05/2020,2494524.0
39787,Namibia,0,0,07/05/2020,2494524.0
39788,Namibia,0,0,06/05/2020,2494524.0
39789,Namibia,0,0,05/05/2020,2494524.0
39790,Namibia,0,0,04/05/2020,2494524.0
39791,Namibia,0,0,03/05/2020,2494524.0
39792,Namibia,0,0,02/05/2020,2494524.0
39793,Namibia,0,0,01/05/2020,2494524.0
39794,Namibia,0,0,30/04/2020,2494524.0
39795,Namibia,0,0,29/04/2020,2494524.0
39796,Namibia,0,0,28/04/2020,2494524.0
39797,Namibia,0,0,27/04/2020,2494524.0
39798,Namibia,0,0,26/04/2020,2494524.0
39799,Namibia,0,0,25/04/2020,2494524.0
39800,Namibia,0,0,24/04/2020,2494524.0
39801,Namibia,0,0,23/04/2020,2494524.0
39802,Namibia,0,0,22/04/2020,2494524.0
39803,Namibia,0,0,21/04/2020,2494524.0
39804,Namibia,0,0,20/04/2020,2494524.0
39805,Namibia,0,0,19/04/2020,2494524.0
39806,Namibia,0,0,18/04/2020,2494524.0
